# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 30 10:00:55 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid	pl_hostname	pl_letter	pl_name	pl_discmethod	pl_orbper	st_dist	st_teff	pl_facility
1941	Kepler-1560	b	Kepler-1560 b	Transit	3.03195744	529.00	5815.00	Kepler
1942	Kepler-1561	b	Kepler-1561 b	Transit	1.00520701	993.00	5957.00	Kepler
1943	Kepler-1562	b	Kepler-1562 b	Transit	64.27377520	1315.00	5760.00	Kepler
1944	Kepler-1563	b	Kepler-1563 b	Transit	3.43276598	547.00	5765.00	Kepler
1945	Kepler-1564	b	Kepler-1564 b	Transit	18.05403810	872.00	5528.00	Kepler
1946	Kepler-1565	b	Kepler-1565 b	Transit	1.53818844	657.00	4940.00	Kepler
1947	Kepler-1566	b	Kepler-1566 b	Transit	0.53991524	511.00	5254.00	Kepler
1948	Kepler-1567	b	Kepler-1567 b	Transit	153.97957800	1226.00	5655.00	Kepler
1949	Kepler-1568	b	Kepler-1568 b	Transit	20.92539200	883.00	5956.00	Kepler
1950	Kepler-1569	b	Kepler-1569 b	Transit	5.79180156	1050.00	6319.00	Kepler
1951	Kepler-157	b	Kepler-157 b	Transit	1.73234200	749.00	5774.00	Kepler
1952	Kepler-157	c	Kepler-157 c	Transit	13.54050000	749.00	5774.00	Kepler
1953	Kepler-157	d	Kepler-157 d	Transit	7.02573474	749.00	5774.00	Kepler
1954	Kepler-1570	b	Kepler-1570 b	Transit	26.54895500	463.00	5550.00	Kepler
1955	Kepler-1571	b	Kepler-1571 b	Transit	3.38555488	802.00	6297.00	Kepler
1956	Kepler-1572	b	Kepler-1572 b	Transit	5.49548621	600.00	5618.00	Kepler
1957	Kepler-1573	b	Kepler-1573 b	Transit	2.61575540	1180.00	5808.00	Kepler
1958	Kepler-1574	b	Kepler-1574 b	Transit	6.94243340	1275.00	5892.00	Kepler
1959	Kepler-1575	b	Kepler-1575 b	Transit	2.55314213	1170.00	5667.00	Kepler
1960	Kepler-1576	b	Kepler-1576 b	Transit	6.98471973	539.00	5876.00	Kepler
1961	Kepler-1577	b	Kepler-1577 b	Transit	6.30560247	543.00	4862.00	Kepler
1962	Kepler-1578	b	Kepler-1578 b	Transit	1.45088691	1016.00	5545.00	Kepler
1963	Kepler-1579	b	Kepler-1579 b	Transit	0.84990789	466.00	4584.00	Kepler
1964	Kepler-158	b	Kepler-158 b	Transit	16.70918400	351.00	4623.00	Kepler
1965	Kepler-158	c	Kepler-158 c	Transit	28.55138300	351.00	4623.00	Kepler
1966	Kepler-1580	b	Kepler-1580 b	Transit	56.64492790	872.00	6228.00	Kepler
1967	Kepler-1581	b	Kepler-1581 b	Transit	6.28385491	443.00	6022.00	Kepler
1968	Kepler-1582	b	Kepler-1582 b	Transit	4.83817712	112.00	3208.00	Kepler
1969	Kepler-1583	b	Kepler-1583 b	Transit	9.32807355	357.00	5645.00	Kepler
1970	Kepler-1584	b	Kepler-1584 b	Transit	13.39970990	1325.00	6069.00	Kepler
1971	Kepler-1585	b	Kepler-1585 b	Transit	3.58274630	1269.00	5538.00	Kepler
1972	Kepler-1586	b	Kepler-1586 b	Transit	15.60492120	864.00	6681.00	Kepler
1973	Kepler-1587	b	Kepler-1587 b	Transit	9.40604670	907.00	5933.00	Kepler
1974	Kepler-1588	b	Kepler-1588 b	Transit	7.84931739	658.00	5817.00	Kepler
1975	Kepler-1589	b	Kepler-1589 b	Transit	0.99166527	1418.00	6166.00	Kepler
1976	Kepler-159	b	Kepler-159 b	Transit	10.13962300	397.00	4625.00	Kepler
1977	Kepler-159	c	Kepler-159 c	Transit	43.59579200	397.00	4625.00	Kepler
1978	Kepler-1590	b	Kepler-1590 b	Transit	7.61760804	900.00	6053.00	Kepler
1979	Kepler-1591	b	Kepler-1591 b	Transit	8.18504949	1090.00	6082.00	Kepler
1980	Kepler-1592	b	Kepler-1592 b	Transit	3.05710069	1349.00	6213.00	Kepler
1981	Kepler-1593	b	Kepler-1593 b	Transit	174.50983500	755.00	4995.00	Kepler
1982	Kepler-1594	b	Kepler-1594 b	Transit	2.71603809	1100.00	5946.00	Kepler
1983	Kepler-1595	b	Kepler-1595 b	Transit	4.56380468	841.00	5203.00	Kepler
1984	Kepler-1596	b	Kepler-1596 b	Transit	66.37337900	1166.00	5706.00	Kepler
1985	Kepler-1597	b	Kepler-1597 b	Transit	2.94654179	1255.00	6377.00	Kepler
1986	Kepler-1598	b	Kepler-1598 b	Transit	4.34195123	734.00	5940.00	Kepler
1987	Kepler-1599	b	Kepler-1599 b	Transit	122.36355300	1004.00	5767.00	Kepler
1988	Kepler-16	b	Kepler-16 b	Transit	228.77600000	61.00	4450.00	Kepler
1989	Kepler-160	b	Kepler-160 b	Transit	4.30942700	841.00	5857.00	Kepler
1990	Kepler-160	c	Kepler-160 c	Transit	13.69908700	841.00	5857.00	Kepler
1991	Kepler-1600	b	Kepler-1600 b	Transit	386.37054800	992.00	5214.00	Kepler
1992	Kepler-1601	b	Kepler-1601 b	Transit	2.20921951	660.00	5869.00	Kepler
1993	Kepler-1602	b	Kepler-1602 b	Transit	11.17931605	815.00	6296.00	Kepler
1994	Kepler-1603	b	Kepler-1603 b	Transit	2.27163926	1751.00	6241.00	Kepler
1995	Kepler-1604	b	Kepler-1604 b	Transit	0.68368426	562.00	4976.00	Kepler
1996	Kepler-1605	b	Kepler-1605 b	Transit	85.75654950	224.00	5280.00	Kepler
1997	Kepler-1606	b	Kepler-1606 b	Transit	196.43522400	880.00	5422.00	Kepler
1998	Kepler-1607	b	Kepler-1607 b	Transit	13.64736760	735.00	6116.00	Kepler
1999	Kepler-1608	b	Kepler-1608 b	Transit	16.47356860	832.00	4992.00	Kepler
2000	Kepler-1609	b	Kepler-1609 b	Transit	114.34219000	1483.00	6132.00	Kepler
2001	Kepler-161	b	Kepler-161 b	Transit	4.92135500	464.00	5078.00	Kepler
2002	Kepler-161	c	Kepler-161 c	Transit	7.06424000	464.00	5078.00	Kepler
2003	Kepler-1610	b	Kepler-1610 b	Transit	8.70181574	1063.00	5383.00	Kepler
2004	Kepler-1611	b	Kepler-1611 b	Transit	5.17624290	686.00	5605.00	Kepler
2005	Kepler-1612	b	Kepler-1612 b	Transit	3.91795101	837.00	5643.00	Kepler
2006	Kepler-1613	b	Kepler-1613 b	Transit	1.51842990	855.00	6005.00	Kepler
2007	Kepler-1614	b	Kepler-1614 b	Transit	3.94661410	982.00	5121.00	Kepler
2008	Kepler-1615	b	Kepler-1615 b	Transit	47.31261920	940.00	5865.00	Kepler
2009	Kepler-1616	b	Kepler-1616 b	Transit	6.76284377	862.00	6266.00	Kepler
2010	Kepler-1617	b	Kepler-1617 b	Transit	27.47855720	813.00	6167.00	Kepler
2011	Kepler-1618	b	Kepler-1618 b	Transit	6.10826019	1238.00	6620.00	Kepler
2012	Kepler-1619	b	Kepler-1619 b	Transit	23.62259130	520.00	5852.00	Kepler
2013	Kepler-162	b	Kepler-162 b	Transit	6.91979800	905.00	5816.00	Kepler
2014	Kepler-162	c	Kepler-162 c	Transit	19.44635500	905.00	5816.00	Kepler
2015	Kepler-1620	b	Kepler-1620 b	Transit	101.95182900	773.00	6157.00	Kepler
2016	Kepler-1621	b	Kepler-1621 b	Transit	92.26371400	1461.00	6158.00	Kepler
2017	Kepler-1622	b	Kepler-1622 b	Transit	10.81187370	927.00	6436.00	Kepler
2018	Kepler-1623	b	Kepler-1623 b	Transit	4.36128348	986.00	5772.00	Kepler
2019	Kepler-1624	b	Kepler-1624 b	Transit	3.29030452	199.00	3636.00	Kepler
2020	Kepler-1625	b	Kepler-1625 b	Transit	287.37894900	1213.00	5677.00	Kepler
2021	Kepler-1626	b	Kepler-1626 b	Transit	4.13962966	1718.00	6826.00	Kepler
2022	Kepler-1627	b	Kepler-1627 b	Transit	7.20283653	311.00	5445.00	Kepler
2023	Kepler-1628	b	Kepler-1628 b	Transit	76.37803300	352.00	3724.00	Kepler
2024	Kepler-1629	b	Kepler-1629 b	Transit	3.87595807	390.00	5776.00	Kepler
2025	Kepler-163	b	Kepler-163 b	Transit	7.81093700	750.00	5776.00	Kepler
2026	Kepler-163	c	Kepler-163 c	Transit	21.34726200	750.00	5776.00	Kepler
2027	Kepler-1630	b	Kepler-1630 b	Transit	509.99740200	278.00	4736.00	Kepler
2028	Kepler-1631	b	Kepler-1631 b	Transit	4.09513932	1190.00	5679.00	Kepler
2029	Kepler-1632	b	Kepler-1632 b	Transit	448.30355800	584.00	6137.00	Kepler
2030	Kepler-1633	b	Kepler-1633 b	Transit	186.40427100	811.00	6256.00	Kepler
2031	Kepler-1634	b	Kepler-1634 b	Transit	374.87623900	654.00	5474.00	Kepler
2032	Kepler-1635	b	Kepler-1635 b	Transit	469.63111000	1084.00	5347.00	Kepler
2033	Kepler-1636	b	Kepler-1636 b	Transit	425.47785000	1567.00	5797.00	Kepler
2034	Kepler-1637	b	Kepler-1637 b	Transit	6.10960324	506.00	5789.00	Kepler
2035	Kepler-1638	b	Kepler-1638 b	Transit	259.33683000	879.00	5710.00	Kepler
2036	Kepler-1639	b	Kepler-1639 b	Transit	9.87848200	1168.00	6150.00	Kepler
2037	Kepler-164	b	Kepler-164 b	Transit	5.03503000	991.00	5888.00	Kepler
2038	Kepler-164	c	Kepler-164 c	Transit	10.94572300	991.00	5888.00	Kepler
2039	Kepler-164	d	Kepler-164 d	Transit	28.98676900	991.00	5888.00	Kepler
2040	Kepler-1640	b	Kepler-1640 b	Transit	7.58441260	1379.00	6324.00	Kepler
2041	Kepler-1641	b	Kepler-1641 b	Transit	19.67226600	961.00	6152.00	Kepler
2042	Kepler-1641	c	Kepler-1641 c	Transit	32.65721200	961.00	6152.00	Kepler
2043	Kepler-1642	b	Kepler-1642 b	Transit	12.20575130	447.00	5355.00	Kepler
2044	Kepler-1642	c	Kepler-1642 c	Transit	6.65138020	447.00	5355.00	Kepler
2045	Kepler-1643	b	Kepler-1643 b	Transit	5.34264507	414.00	5508.00	Kepler
2046	Kepler-1644	b	Kepler-1644 b	Transit	21.09077580	592.00	5499.00	Kepler
2047	Kepler-1645	b	Kepler-1645 b	Transit	16.17795610	844.00	5812.00	Kepler
2048	Kepler-1646	b	Kepler-1646 b	Transit	4.48558383	81.00	3299.00	Kepler
2049	Kepler-1647	b	Kepler-1647 b	Transit	1107.59230000	1211.54	6210.00	Kepler
2050	Kepler-1649	b	Kepler-1649 b	Transit	8.68909000	92.43	3240.00	Kepler
2051	Kepler-165	b	Kepler-165 b	Transit	8.18084800	581.00	5211.00	Kepler
2052	Kepler-165	c	Kepler-165 c	Transit	15.31299000	581.00	5211.00	Kepler
2053	Kepler-1650	b	Kepler-1650 b	Transit	1.53818001	120.50	3410.00	Kepler
2054	Kepler-1651	b	Kepler-1651 b	Transit	9.87863917	69.40	3713.00	Kepler
2055	Kepler-1652	b	Kepler-1652 b	Transit	38.09722000	252.00	3638.00	Kepler
2056	Kepler-1653	b	Kepler-1653 b	Transit	140.25240000	755.00	4807.00	Kepler
2057	Kepler-1654	b	Kepler-1654 b	Transit	1047.83560000	567.84	5597.00	Kepler
2058	Kepler-1655	b	Kepler-1655 b	Transit	11.87287870	214.58	6148.00	Kepler
2059	Kepler-1656	b	Kepler-1656 b	Transit	31.57865900	186.88	5731.00	Kepler
2060	Kepler-166	b	Kepler-166 b	Transit	7.65025400	655.00	5413.00	Kepler
2061	Kepler-166	c	Kepler-166 c	Transit	34.26028100	655.00	5413.00	Kepler
2062	Kepler-166	d	Kepler-166 d	Transit	1.55400393	655.00	5413.00	Kepler
2063	Kepler-167	b	Kepler-167 b	Transit	4.39316320	330.00	4890.00	Kepler
2064	Kepler-167	c	Kepler-167 c	Transit	7.40611400	330.00	4890.00	Kepler
2065	Kepler-167	d	Kepler-167 d	Transit	21.80385500	330.00	4890.00	Kepler
2066	Kepler-167	e	Kepler-167 e	Transit	1071.23228000	330.00	4890.00	Kepler
2067	Kepler-168	b	Kepler-168 b	Transit	4.42539100	1476.00	6282.00	Kepler
2068	Kepler-168	c	Kepler-168 c	Transit	13.19324200	1476.00	6282.00	Kepler
2069	Kepler-169	b	Kepler-169 b	Transit	3.25061900	434.00	4997.00	Kepler
2070	Kepler-169	c	Kepler-169 c	Transit	6.19546900	434.00	4997.00	Kepler
2071	Kepler-169	d	Kepler-169 d	Transit	8.34812500	434.00	4997.00	Kepler
2072	Kepler-169	e	Kepler-169 e	Transit	13.76710200	434.00	4997.00	Kepler
2073	Kepler-169	f	Kepler-169 f	Transit	87.09019500	434.00	4997.00	Kepler
2074	Kepler-17	b	Kepler-17 b	Transit	1.48571080	800.00	5781.00	Kepler
2075	Kepler-170	b	Kepler-170 b	Transit	7.93059200	743.00	5679.00	Kepler
2076	Kepler-170	c	Kepler-170 c	Transit	16.66586300	743.00	5679.00	Kepler
2077	Kepler-171	b	Kepler-171 b	Transit	4.16697200	1026.00	5642.00	Kepler
2078	Kepler-171	c	Kepler-171 c	Transit	11.46346200	1026.00	5642.00	Kepler
2079	Kepler-171	d	Kepler-171 d	Transit	39.59551900	1026.00	5642.00	Kepler
2080	Kepler-172	b	Kepler-172 b	Transit	2.94030900	796.00	5526.00	Kepler
2081	Kepler-172	c	Kepler-172 c	Transit	6.38899600	796.00	5526.00	Kepler
2082	Kepler-172	d	Kepler-172 d	Transit	14.62711900	796.00	5526.00	Kepler
2083	Kepler-172	e	Kepler-172 e	Transit	35.11873600	796.00	5526.00	Kepler
2084	Kepler-173	b	Kepler-173 b	Transit	4.26374200	810.00	6031.00	Kepler
2085	Kepler-173	c	Kepler-173 c	Transit	8.00577700	810.00	6031.00	Kepler
2086	Kepler-174	b	Kepler-174 b	Transit	13.98179000	371.00	4880.00	Kepler
2087	Kepler-174	c	Kepler-174 c	Transit	44.00052900	371.00	4880.00	Kepler
2088	Kepler-174	d	Kepler-174 d	Transit	247.35373000	371.00	4880.00	Kepler
2089	Kepler-175	b	Kepler-175 b	Transit	11.90351500	1279.00	6064.00	Kepler
2090	Kepler-175	c	Kepler-175 c	Transit	34.03525700	1279.00	6064.00	Kepler
2091	Kepler-176	b	Kepler-176 b	Transit	5.43307400	564.00	5232.00	Kepler
2092	Kepler-176	c	Kepler-176 c	Transit	12.75971200	564.00	5232.00	Kepler
2093	Kepler-176	d	Kepler-176 d	Transit	25.75197400	564.00	5232.00	Kepler
2094	Kepler-176	e	Kepler-176 e	Transit	51.16579000	564.00	5232.00	Kepler
2095	Kepler-177	b	Kepler-177 b	Transit	36.85500000	1068.00	5942.00	Kepler
2096	Kepler-177	c	Kepler-177 c	Transit	49.41200000	1068.00	5942.00	Kepler
2097	Kepler-178	b	Kepler-178 b	Transit	9.57669400	741.00	5676.00	Kepler
2098	Kepler-178	c	Kepler-178 c	Transit	20.55280200	741.00	5676.00	Kepler
2099	Kepler-178	d	Kepler-178 d	Transit	96.67898800	741.00	5676.00	Kepler
2100	Kepler-179	b	Kepler-179 b	Transit	2.73592600	660.00	5302.00	Kepler
2101	Kepler-179	c	Kepler-179 c	Transit	6.40013000	660.00	5302.00	Kepler
2102	Kepler-18	b	Kepler-18 b	Transit	3.50472500	507.00	5345.00	Kepler
2103	Kepler-18	c	Kepler-18 c	Transit	7.64159000	507.00	5345.00	Kepler
2104	Kepler-18	d	Kepler-18 d	Transit	14.85888000	507.00	5345.00	Kepler
2105	Kepler-180	b	Kepler-180 b	Transit	13.81712400	675.00	5731.00	Kepler
2106	Kepler-180	c	Kepler-180 c	Transit	41.88577500	675.00	5731.00	Kepler
2107	Kepler-181	b	Kepler-181 b	Transit	3.13787300	667.00	5333.00	Kepler
2108	Kepler-181	c	Kepler-181 c	Transit	4.30214900	667.00	5333.00	Kepler
2109	Kepler-182	b	Kepler-182 b	Transit	9.82579200	1409.00	6250.00	Kepler
2110	Kepler-182	c	Kepler-182 c	Transit	20.68434200	1409.00	6250.00	Kepler
2111	Kepler-183	b	Kepler-183 b	Transit	5.68794500	1015.00	5888.00	Kepler
2112	Kepler-183	c	Kepler-183 c	Transit	11.63707100	1015.00	5888.00	Kepler
2113	Kepler-184	b	Kepler-184 b	Transit	10.68757600	716.00	5788.00	Kepler
2114	Kepler-184	c	Kepler-184 c	Transit	20.30300500	716.00	5788.00	Kepler
2115	Kepler-184	d	Kepler-184 d	Transit	29.02235800	716.00	5788.00	Kepler
2116	Kepler-185	b	Kepler-185 b	Transit	1.63290000	511.00	5208.00	Kepler
2117	Kepler-185	c	Kepler-185 c	Transit	20.72904200	511.00	5208.00	Kepler
2118	Kepler-186	b	Kepler-186 b	Transit	3.88679070	172.00	3755.00	Kepler
2119	Kepler-186	c	Kepler-186 c	Transit	7.26730200	172.00	3755.00	Kepler
2120	Kepler-186	d	Kepler-186 d	Transit	13.34299600	172.00	3755.00	Kepler
2121	Kepler-186	e	Kepler-186 e	Transit	22.40770400	172.00	3755.00	Kepler
2122	Kepler-186	f	Kepler-186 f	Transit	129.94410000	172.00	3755.00	Kepler
2123	Kepler-187	b	Kepler-187 b	Transit	4.93886400	867.00	6105.00	Kepler
2124	Kepler-187	c	Kepler-187 c	Transit	10.64026300	867.00	6105.00	Kepler
2125	Kepler-188	b	Kepler-188 b	Transit	2.06189700	896.00	6021.00	Kepler
2126	Kepler-188	c	Kepler-188 c	Transit	5.99655300	896.00	6021.00	Kepler
2127	Kepler-189	b	Kepler-189 b	Transit	10.39993100	618.00	5235.00	Kepler
2128	Kepler-189	c	Kepler-189 c	Transit	20.13486600	618.00	5235.00	Kepler
2129	Kepler-19	b	Kepler-19 b	Transit	9.28716000	2119.00	5544.00	Kepler
2130	Kepler-19	c	Kepler-19 c	Transit Timing Variations	28.73100000	2119.00	5544.00	Kepler
2131	Kepler-19	d	Kepler-19 d	Radial Velocity	62.95000000	2119.00	5544.00	Roque de los Muchachos Observatory
2132	Kepler-190	b	Kepler-190 b	Transit	2.01999900	455.00	5106.00	Kepler
2133	Kepler-190	c	Kepler-190 c	Transit	3.76302400	455.00	5106.00	Kepler
2134	Kepler-191	b	Kepler-191 b	Transit	9.93963200	626.00	5282.00	Kepler
2135	Kepler-191	c	Kepler-191 c	Transit	17.73850600	626.00	5282.00	Kepler
2136	Kepler-191	d	Kepler-191 d	Transit	5.94504102	626.00	5282.00	Kepler
2137	Kepler-192	b	Kepler-192 b	Transit	9.92674600	616.00	5479.00	Kepler
2138	Kepler-192	c	Kepler-192 c	Transit	21.22340000	616.00	5479.00	Kepler
2139	Kepler-192	d	Kepler-192 d	Transit	6.47027579	616.00	5479.00	Kepler
2140	Kepler-193	b	Kepler-193 b	Transit	11.38848000	1196.00	6335.00	Kepler
2141	Kepler-193	c	Kepler-193 c	Transit	50.69749400	1196.00	6335.00	Kepler
2142	Kepler-194	b	Kepler-194 b	Transit	2.09228100	1218.00	6089.00	Kepler
2143	Kepler-194	c	Kepler-194 c	Transit	17.30803200	1218.00	6089.00	Kepler
2144	Kepler-194	d	Kepler-194 d	Transit	52.81497300	1218.00	6089.00	Kepler
2145	Kepler-195	b	Kepler-195 b	Transit	8.30787200	649.00	5329.00	Kepler
2146	Kepler-195	c	Kepler-195 c	Transit	34.09686300	649.00	5329.00	Kepler
2147	Kepler-196	b	Kepler-196 b	Transit	20.73988600	452.00	5128.00	Kepler
2148	Kepler-196	c	Kepler-196 c	Transit	47.42773700	452.00	5128.00	Kepler
2149	Kepler-197	b	Kepler-197 b	Transit	5.59930800	341.00	6004.00	Kepler
2150	Kepler-197	c	Kepler-197 c	Transit	10.34969500	341.00	6004.00	Kepler
2151	Kepler-197	d	Kepler-197 d	Transit	15.67756300	341.00	6004.00	Kepler
2152	Kepler-197	e	Kepler-197 e	Transit	25.20971500	341.00	6004.00	Kepler
2153	Kepler-198	b	Kepler-198 b	Transit	17.79003700	512.00	5574.00	Kepler
2154	Kepler-198	c	Kepler-198 c	Transit	49.56741600	512.00	5574.00	Kepler
2155	Kepler-198	d	Kepler-198 d	Transit	1.31184443	512.00	5574.00	Kepler
2156	Kepler-199	b	Kepler-199 b	Transit	23.63760400	493.00	5644.00	Kepler
2157	Kepler-199	c	Kepler-199 c	Transit	67.09340800	493.00	5644.00	Kepler
2158	Kepler-20	b	Kepler-20 b	Transit	3.69611525	290.00	5495.00	Kepler
2159	Kepler-20	c	Kepler-20 c	Transit	10.85409089	290.00	5495.00	Kepler
2160	Kepler-20	d	Kepler-20 d	Transit	77.61130017	290.00	5495.00	Kepler
2161	Kepler-20	e	Kepler-20 e	Transit	6.09852281	290.00	5495.00	Kepler
2162	Kepler-20	f	Kepler-20 f	Transit	19.57758478	290.00	5495.00	Kepler
2163	Kepler-20	g	Kepler-20 g	Radial Velocity	34.94000000	290.00	5495.00	Multiple Observatories
2164	Kepler-200	b	Kepler-200 b	Transit	8.59480500	658.00	5678.00	Kepler
2165	Kepler-200	c	Kepler-200 c	Transit	10.22215700	658.00	5678.00	Kepler
2166	Kepler-201	b	Kepler-201 b	Transit	25.67208300	613.00	6065.00	Kepler
2167	Kepler-201	c	Kepler-201 c	Transit	151.88405800	613.00	6065.00	Kepler
2168	Kepler-202	b	Kepler-202 b	Transit	4.06942700	302.00	4668.00	Kepler
2169	Kepler-202	c	Kepler-202 c	Transit	16.28249300	302.00	4668.00	Kepler
2170	Kepler-203	b	Kepler-203 b	Transit	3.16269700	697.00	5821.00	Kepler
2171	Kepler-203	c	Kepler-203 c	Transit	5.37064700	697.00	5821.00	Kepler
2172	Kepler-203	d	Kepler-203 d	Transit	11.32972000	697.00	5821.00	Kepler
2173	Kepler-204	b	Kepler-204 b	Transit	14.40097400	769.00	5812.00	Kepler
2174	Kepler-204	c	Kepler-204 c	Transit	25.66059300	769.00	5812.00	Kepler
2175	Kepler-205	b	Kepler-205 b	Transit	2.75564000	150.00	4321.00	Kepler
2176	Kepler-205	c	Kepler-205 c	Transit	20.30654600	150.00	4321.00	Kepler
2177	Kepler-206	b	Kepler-206 b	Transit	7.78198700	617.00	5764.00	Kepler
2178	Kepler-206	c	Kepler-206 c	Transit	13.13747100	617.00	5764.00	Kepler
2179	Kepler-206	d	Kepler-206 d	Transit	23.44281000	617.00	5764.00	Kepler
2180	Kepler-207	b	Kepler-207 b	Transit	1.61186500	760.00	5920.00	Kepler
2181	Kepler-207	c	Kepler-207 c	Transit	3.07157100	760.00	5920.00	Kepler
2182	Kepler-207	d	Kepler-207 d	Transit	5.86807500	760.00	5920.00	Kepler
2183	Kepler-208	b	Kepler-208 b	Transit	4.22864000	856.00	6092.00	Kepler
2184	Kepler-208	c	Kepler-208 c	Transit	7.46662300	856.00	6092.00	Kepler
2185	Kepler-208	d	Kepler-208 d	Transit	11.13178600	856.00	6092.00	Kepler
2186	Kepler-208	e	Kepler-208 e	Transit	16.25945800	856.00	6092.00	Kepler
2187	Kepler-209	b	Kepler-209 b	Transit	16.08784500	584.00	5513.00	Kepler
2188	Kepler-209	c	Kepler-209 c	Transit	41.74988200	584.00	5513.00	Kepler
2189	Kepler-21	b	Kepler-21 b	Transit	2.78578000	113.00	6305.00	Kepler
2190	Kepler-210	b	Kepler-210 b	Transit	2.45323400	242.00	4559.00	Kepler
2191	Kepler-210	c	Kepler-210 c	Transit	7.97251300	242.00	4559.00	Kepler
2192	Kepler-211	b	Kepler-211 b	Transit	4.13857500	322.00	5123.00	Kepler
2193	Kepler-211	c	Kepler-211 c	Transit	6.04045000	322.00	5123.00	Kepler
2194	Kepler-212	b	Kepler-212 b	Transit	16.25758200	597.00	5852.00	Kepler
2195	Kepler-212	c	Kepler-212 c	Transit	31.80517400	597.00	5852.00	Kepler
2196	Kepler-213	b	Kepler-213 b	Transit	2.46236000	578.00	5696.00	Kepler
2197	Kepler-213	c	Kepler-213 c	Transit	4.82296200	578.00	5696.00	Kepler
2198	Kepler-214	b	Kepler-214 b	Transit	15.66054400	804.00	6169.00	Kepler
2199	Kepler-214	c	Kepler-214 c	Transit	28.77980000	804.00	6169.00	Kepler
2200	Kepler-215	b	Kepler-215 b	Transit	9.36067200	467.00	5739.00	Kepler
2201	Kepler-215	c	Kepler-215 c	Transit	14.66710800	467.00	5739.00	Kepler
2202	Kepler-215	d	Kepler-215 d	Transit	30.86442300	467.00	5739.00	Kepler
2203	Kepler-215	e	Kepler-215 e	Transit	68.16101000	467.00	5739.00	Kepler
2204	Kepler-216	b	Kepler-216 b	Transit	7.69364100	913.00	6091.00	Kepler
2205	Kepler-216	c	Kepler-216 c	Transit	17.40666900	913.00	6091.00	Kepler
2206	Kepler-217	b	Kepler-217 b	Transit	5.37494300	1066.00	6171.00	Kepler
2207	Kepler-217	c	Kepler-217 c	Transit	8.58600400	1066.00	6171.00	Kepler
2208	Kepler-217	d	Kepler-217 d	Transit	3.88689525	1066.00	6171.00	Kepler
2209	Kepler-218	b	Kepler-218 b	Transit	3.61933700	636.00	5502.00	Kepler
2210	Kepler-218	c	Kepler-218 c	Transit	44.69957600	636.00	5502.00	Kepler
2211	Kepler-218	d	Kepler-218 d	Transit	124.52446470	636.00	5502.00	Kepler
2212	Kepler-219	b	Kepler-219 b	Transit	4.58551200	946.00	5786.00	Kepler
2213	Kepler-219	c	Kepler-219 c	Transit	22.71461300	946.00	5786.00	Kepler
2214	Kepler-219	d	Kepler-219 d	Transit	47.90364500	946.00	5786.00	Kepler
2215	Kepler-22	b	Kepler-22 b	Transit	289.86230000	190.00	5518.00	Kepler
2216	Kepler-220	b	Kepler-220 b	Transit	4.15980700	154.00	4632.00	Kepler
2217	Kepler-220	c	Kepler-220 c	Transit	9.03419900	154.00	4632.00	Kepler
2218	Kepler-220	d	Kepler-220 d	Transit	28.12239700	154.00	4632.00	Kepler
2219	Kepler-220	e	Kepler-220 e	Transit	45.90273300	154.00	4632.00	Kepler
2220	Kepler-221	b	Kepler-221 b	Transit	2.79590600	414.00	5243.00	Kepler
2221	Kepler-221	c	Kepler-221 c	Transit	5.69058600	414.00	5243.00	Kepler
2222	Kepler-221	d	Kepler-221 d	Transit	10.04156000	414.00	5243.00	Kepler
2223	Kepler-221	e	Kepler-221 e	Transit	18.36991700	414.00	5243.00	Kepler
2224	Kepler-222	b	Kepler-222 b	Transit	3.93698100	781.00	5433.00	Kepler
2225	Kepler-222	c	Kepler-222 c	Transit	10.08881000	781.00	5433.00	Kepler
2226	Kepler-222	d	Kepler-222 d	Transit	28.08191200	781.00	5433.00	Kepler
2227	Kepler-223	b	Kepler-223 b	Transit	7.38449000	1135.00		Kepler
2228	Kepler-223	c	Kepler-223 c	Transit	9.84564000	1135.00		Kepler
2229	Kepler-223	d	Kepler-223 d	Transit	14.78869000	1135.00		Kepler
2230	Kepler-223	e	Kepler-223 e	Transit	19.72567000	1135.00		Kepler
2231	Kepler-224	b	Kepler-224 b	Transit	3.13292400	783.00	5018.00	Kepler
2232	Kepler-224	c	Kepler-224 c	Transit	5.92500300	783.00	5018.00	Kepler
2233	Kepler-224	d	Kepler-224 d	Transit	11.34939300	783.00	5018.00	Kepler
2234	Kepler-224	e	Kepler-224 e	Transit	18.64357700	783.00	5018.00	Kepler
2235	Kepler-225	b	Kepler-225 b	Transit	6.73897500	498.00	3682.00	Kepler
2236	Kepler-225	c	Kepler-225 c	Transit	18.79423400	498.00	3682.00	Kepler
2237	Kepler-226	b	Kepler-226 b	Transit	3.94099700	966.00	5571.00	Kepler
2238	Kepler-226	c	Kepler-226 c	Transit	5.34955500	966.00	5571.00	Kepler
